Code_Without_Decimal,Title,OPCS_Version
P053,Marsupialisation of lesion of vulva,4.1
P054,Excision of lesion of vulva NEC,4.1
P055,Excision of excess labial tissue,4.1
P056,Reduction labia minor,4.1
P057,Reduction labia major,4.1
P058,Other specified excision of vulva,4.1
P059,Unspecified excision of vulva,4.1
P06,Extirpation of lesion of vulva,4.1
P061,Laser destruction of lesion of vulva,4.1
P062,Cryosurgery to lesion of vulva,4.1
P063,Cauterisation of lesion of vulva,4.1
P064,Implantation of radioactive substance into vulva,4.1
P065,Excision of lesion of labia,4.1
P068,Other specified extirpation of lesion of vulva,4.1
P069,Unspecified extirpation of lesion of vulva,4.1
P07,Repair of vulva,4.1
P071,Plastic repair of vulva,4.1
P072,Deinfibulation of vulva,4.1
P078,Other specified repair of vulva,4.1
P079,Unspecified repair of vulva,4.1
P09,Other operations on vulva,4.1
P091,Biopsy of lesion of vulva,4.1
P092,Drainage of lesion of vulva,4.1
P093,Evacuation of haematoma from vulva,4.1
P094,Biopsy of lesion of labia,4.1
P098,Other specified other operations on vulva,4.1
P099,Unspecified other operations on vulva,4.1
P11,Extirpation of lesion of female perineum,4.1
P111,Excision of lesion of female perineum,4.1
P112,Laser destruction of lesion of female perineum,4.1
P113,Cauterisation of lesion of female perineum,4.1
P114,Destruction of lesion of female perineum NEC,4.1
P118,Other specified extirpation of lesion of female perineum,4.1
P119,Unspecified extirpation of lesion of female perineum,4.1
P13,Other operations on female perineum,4.1
P131,Drainage of female perineum,4.1
P132,Female perineorrhaphy,4.1
P133,Female perineoplasty,4.1
P134,Closure of fistula of female perineum,4.1
P135,Female perineotomy NEC,4.1
P136,Operations on female periurethral tissue NEC,4.1
P137,Excision of sweat gland bearing skin of female perineum,4.1
P138,Other specified other operations on female perineum,4.1
P139,Unspecified other operations on female perineum,4.1
P14,Incision of introitus of vagina,4.1
P141,Posterior episiotomy and division of levator ani muscle,4.1
P142,Posterior episiotomy NEC,4.1
P143,Anterior episiotomy,4.1
P148,Other specified incision of introitus of vagina,4.1
P149,Unspecified incision of introitus of vagina,4.1
P15,Other operations on introitus of vagina,4.1
P151,Hymenectomy,4.1
P152,Excision of hymenal tag,4.1
P153,Code retired - refer to introduction,4.1
P154,Incision of hymen,4.1
P155,Stretching of hymen,4.1
P158,Other specified other operations on introitus of vagina,4.1
P159,Unspecified other operations on introitus of vagina,4.1
P17,Excision of vagina,4.1
P171,Total colpectomy,4.1
P172,Partial colpectomy,4.1
P173,Marsupialisation of lesion of vagina,4.1
P178,Other specified excision of vagina,4.1
P179,Unspecified excision of vagina,4.1
P18,Other obliteration of vagina,4.1
P181,Complete colpocleisis,4.1
P182,Partial colpocleisis,4.1
P188,Other specified other obliteration of vagina,4.1
P189,Unspecified other obliteration of vagina,4.1
P19,Excision of band of vagina,4.1
P191,Laser excision of septum of vagina,4.1
P192,Excision of septum of vagina NEC,4.1
P193,Excision of transverse septum high,4.1
P194,Excision of transverse septum low,4.1
P195,Excision of transverse septum vertical,4.1
P198,Other specified excision of band of vagina,4.1
P199,Unspecified excision of band of vagina,4.1
P20,Extirpation of lesion of vagina,4.1
P201,Excision of lesion of vagina,4.1
P202,Laser destruction of lesion of vagina,4.1
P203,Cauterisation of lesion of vagina,4.1
P204,Cryotherapy to lesion of vagina,4.1
P205,Implantation of radioactive substance into vagina,4.1
P208,Other specified extirpation of lesion of vagina,4.1
P209,Unspecified extirpation of lesion of vagina,4.1
P21,Plastic operations on vagina,4.1
P211,Construction of vagina,4.1
P212,Reconstruction of vagina NEC,4.1
P213,Vaginoplasty NEC,4.1
P214,Vaginoplasty in presence of uterus for absent vagina,4.1
P215,Vaginoplasty using olive,4.1
P218,Other specified plastic operations on vagina,4.1
P219,Unspecified plastic operations on vagina,4.1
P22,Repair of prolapse of vagina and amputation of cervix uteri,4.1
P221,Anterior and posterior colporrhaphy and amputation of cervix uteri,4.1
P222,Anterior colporrhaphy and amputation of cervix uteri NEC,4.1
P223,Posterior colporrhaphy and amputation of cervix uteri NEC,4.1
P228,Other specified repair of prolapse of vagina and amputation of cervix uteri,4.1
P229,Unspecified repair of prolapse of vagina and amputation of cervix uteri,4.1
P23,Other repair of prolapse of vagina,4.1
P231,Anterior and posterior colporrhaphy NEC,4.1
P232,Anterior colporrhaphy NEC,4.1
P233,Posterior colporrhaphy NEC,4.1
P234,Repair of enterocele NEC,4.1
P235,Paravaginal repair,4.1
P236,Anterior colporrhaphy with mesh reinforcement,4.1
P237,Posterior colporrhaphy with mesh reinforcement,4.1
P238,Other specified other repair of prolapse of vagina,4.1
P239,Unspecified other repair of prolapse of vagina,4.1
P24,Repair of vault of vagina,4.1
P241,Repair of vault of vagina using combined abdominal and vaginal approach,4.1
P242,Sacrocolpopexy,4.1
P243,Repair of vault of vagina using abdominal approach NEC,4.1
P244,Repair of vault of vagina using vaginal approach NEC,4.1
P245,Repair of vault of vagina with mesh using abdominal approach,4.1
P246,Repair of vault of vagina with mesh using vaginal approach,4.1
P247,Sacrospinous fixation of vagina,4.1
P248,Other specified repair of vault of vagina,4.1
P249,Unspecified repair of vault of vagina,4.1
P25,Other repair of vagina,4.1
P251,Repair of vesicovaginal fistula,4.1
P252,Repair of urethrovaginal fistula,4.1
P253,Repair of rectovaginal fistula,4.1
P254,Repair of uterovaginal fistula,4.1
P255,Suture of vagina,4.1
P258,Other specified other repair of vagina,4.1
P259,Unspecified other repair of vagina,4.1
P26,Introduction of supporting pessary into vagina,4.1
P261,Insertion of Hodge pessary into vagina,4.1
P262,Insertion of ring pessary into vagina,4.1
P263,Removal of supporting pessary from vagina,4.1
P264,Renewal of supporting pessary in vagina,4.1
P268,Other specified introduction of supporting pessary into vagina,4.1
P269,Unspecified introduction of supporting pessary into vagina,4.1
P27,Exploration of vagina,4.1
P271,Evacuation of haematoma from vagina,4.1
P272,Toilet to vagina,4.1
P273,Colposcopy of vagina,4.1
P274,Endoscopic examination of vagina,4.1
P278,Other specified exploration of vagina,4.1
P279,Unspecified exploration of vagina,4.1
P28,Repair of prolapse of vagina,4.1
P281,Total removal of prosthetic material from previous repair of vaginal prolapse,4.1
P282,Partial removal of prosthetic material from previous repair of vaginal prolapse,4.1
P288,Other specified repair of prolapse of vagina,4.1
P289,Unspecified repair of prolapse of vagina,4.1
P29,Other operations on vagina,4.1
P291,Freeing of adhesions of vagina,4.1
P292,Colpotomy NEC,4.1
P293,Biopsy of lesion of vagina,4.1
P294,Removal of foreign body from vagina,4.1
P295,Dilation of vagina,4.1
P296,Oversewing of mesh in vagina,4.1
P298,Other specified other operations on vagina,4.1
P299,Unspecified other operations on vagina,4.1
P30,Other repair of vault of vagina,4.1
P301,Total removal of prosthetic material from previous repair of vaginal vault prolapse,4.1
P302,Partial removal of prosthetic material from previous repair of vaginal vault prolapse,4.1
P303,Plication of mesh previously inserted for suspension of vaginal vault,4.1
P308,Other specified other repair of vault of vagina,4.1
P309,Unspecified other repair of vault of vagina,4.1
P31,Operations on pouch of Douglas,4.1
P311,Culdoplasty,4.1
P312,Drainage of pouch of Douglas,4.1
P313,Aspiration of pouch of Douglas,4.1
P314,Culdotomy NEC,4.1
P315,Removal of intrauterine contraceptive device from pouch of Douglas,4.1
P316,Removal of foreign body from pouch of Douglas NEC,4.1
P317,Extirpation of lesion of pouch of Douglas,4.1
P318,Other specified operations on pouch of Douglas,4.1
P319,Unspecified operations on pouch of Douglas,4.1
P32,Other plastic operations on vagina,4.1
P321,Reconstruction of vagina using bowel interposition,4.1
P322,Reconstruction of vagina using pelvic peritoneal graft,4.1
P323,Reconstruction of vagina with urethral dissection,4.1
P324,Vaginoplasty using rotational skin flaps,4.1
P325,Vaginoplasty using tissue expanders,4.1
P326,Vaginoplasty using a mould and skin graft,4.1
P327,Vaginoplasty using a mould NEC,4.1
P328,Other specified other plastic operations on vagina,4.1
P329,Unspecified other plastic operations on vagina,4.1
Q01,Excision of cervix uteri,4.1
Q011,Amputation of cervix uteri,4.1
Q012,Wedge excision of cervix uteri and suture HFQ,4.1
Q013,Excision of lesion of cervix uteri,4.1
Q014,Large loop excision of transformation zone,4.1
Q018,Other specified excision of cervix uteri,4.1
Q019,Unspecified excision of cervix uteri,4.1
Q02,Destruction of lesion of cervix uteri,4.1
Q021,Avulsion of lesion of cervix uteri,4.1
Q022,Laser destruction of lesion of cervix uteri,4.1
Q023,Cauterisation of lesion of cervix uteri,4.1
Q024,Cryotherapy to lesion of cervix uteri,4.1
Q028,Other specified destruction of lesion of cervix uteri,4.1
Q029,Unspecified destruction of lesion of cervix uteri,4.1
Q03,Biopsy of cervix uteri,4.1
Q031,Knife cone biopsy of cervix uteri,4.1
Q032,Laser cone biopsy of cervix uteri,4.1
Q033,Cone biopsy of cervix uteri NEC,4.1
Q034,Punch biopsy of cervix uteri,4.1
Q035,Ring biopsy of cervix uteri,4.1
Q038,Other specified biopsy of cervix uteri,4.1
Q039,Unspecified biopsy of cervix uteri,4.1
Q05,Other operations on cervix uteri,4.1
Q051,Repair of cervix uteri NEC,4.1
Q052,Dilation of cervix uteri NEC,4.1
Q053,Insertion of osmotic dilator into cervix,4.1
Q058,Other specified other operations on cervix uteri,4.1
Q059,Unspecified other operations on cervix uteri,4.1
Q07,Abdominal excision of uterus,4.1
Q071,Abdominal hysterocolpectomy and excision of periuterine tissue,4.1
Q072,Abdominal hysterectomy and excision of periuterine tissue NEC,4.1
Q073,Abdominal hysterocolpectomy NEC,4.1
Q074,Total abdominal hysterectomy NEC,4.1
Q075,Subtotal abdominal hysterectomy,4.1
Q076,Excision of accessory uterus,4.1
Q078,Other specified abdominal excision of uterus,4.1
Q079,Unspecified abdominal excision of uterus,4.1
Q08,Vaginal excision of uterus,4.1
Q081,Vaginal hysterocolpectomy and excision of periuterine tissue,4.1
Q082,Vaginal hysterectomy and excision of periuterine tissue NEC,4.1
Q083,Vaginal hysterocolpectomy NEC,4.1
Q088,Other specified vaginal excision of uterus,4.1
Q089,Unspecified vaginal excision of uterus,4.1
Q09,Other open operations on uterus,4.1
Q091,Open removal of products of conception from uterus,4.1
Q092,Open myomectomy,4.1
Q093,Open excision of lesion of uterus NEC,4.1
Q094,Open biopsy of lesion of uterus,4.1
Q095,Metroplasty,4.1
Q096,Incision of uterus NEC,4.1
Q098,Other specified other open operations on uterus,4.1
Q099,Unspecified other open operations on uterus,4.1
Q10,Curettage of uterus,4.1
Q101,Dilation of cervix uteri and curettage of products of conception from uterus,4.1
Q102,Curettage of products of conception from uterus NEC,4.1
Q103,Dilation of cervix uteri and curettage of uterus NEC,4.1
Q108,Other specified curettage of uterus,4.1
Q109,Unspecified curettage of uterus,4.1
Q11,Other evacuation of contents of uterus,4.1
Q111,Vacuum aspiration of products of conception from uterus NEC,4.1
Q112,Dilation of cervix uteri and evacuation of products of conception from uterus NEC,4.1
Q113,Evacuation of products of conception from uterus NEC,4.1
Q114,Extraction of menses,4.1
Q115,Vacuum aspiration of products of conception from uterus using rigid cannula,4.1
Q116,Vacuum aspiration of products of conception from uterus using flexible cannula,4.1
Q118,Other specified other evacuation of contents of uterus,4.1
Q119,Unspecified other evacuation of contents of uterus,4.1
Q12,Intrauterine contraceptive device,4.1
Q121,Introduction of intrauterine contraceptive device,4.1
Q122,Replacement of intrauterine contraceptive device,4.1
Q123,Removal of displaced intrauterine contraceptive device NEC,4.1
Q124,Removal of intrauterine contraceptive device NEC,4.1
Q128,Other specified intrauterine contraceptive device,4.1
Q129,Unspecified intrauterine contraceptive device,4.1
Q13,Introduction of gametes into uterine cavity,4.1
Q131,Transfer of embryo to uterus NEC,4.1
Q132,Intracervical artificial insemination,4.1
Q133,Intrauterine artificial insemination,4.1
Q134,Intrauterine insemination with superovulation using partner sperm,4.1
Q135,Intrauterine insemination with superovulation using donor sperm,4.1
Q136,Intrauterine insemination without superovulation using partner sperm,4.1
Q137,Intrauterine insemination without superovulation using donor sperm,4.1
Q138,Other specified introduction of gametes into uterine cavity,4.1
Q139,Unspecified introduction of gametes into uterine cavity,4.1
Q14,Introduction of abortifacient into uterine cavity,4.1
Q141,Intra-amniotic injection of prostaglandin,4.1
Q142,Intra-amniotic injection of abortifacient NEC,4.1
Q143,Extra-amniotic injection of prostaglandin,4.1
Q144,Extra-amniotic injection of abortifacient NEC,4.1
Q145,Insertion of prostaglandin pessary,4.1
Q146,Insertion of abortifacient pessary NEC,4.1
Q148,Other specified introduction of abortifacient into uterine cavity,4.1
Q149,Unspecified introduction of abortifacient into uterine cavity,4.1
Q15,Introduction of other substance into uterine cavity,4.1
Q151,Introduction of radioactive substance into uterine cavity,4.1
Q152,Introduction of therapeutic substance into uterine cavity NEC,4.1
Q153,Injection into uterine cavity NEC,4.1
Q154,Removal of therapeutic substance from uterine cavity,4.1
Q158,Other specified introduction of other substance into uterine cavity,4.1
Q159,Unspecified introduction of other substance into uterine cavity,4.1
Q16,Other vaginal operations on uterus,4.1
Q161,Vaginal excision of lesion of uterus,4.1
Q162,Balloon ablation of endometrium,4.1
Q163,Microwave ablation of endometrium NEC,4.1
Q164,Free circulating saline ablation of endometrium,4.1
Q165,Radiofrequency ablation of endometrium,4.1
Q166,Photodynamic ablation of endometrium,4.1
Q167,Radiofrequency ablation of lesion of uterus,4.1
Q168,Other specified other vaginal operations on uterus,4.1
Q169,Unspecified other vaginal operations on uterus,4.1
Q17,Therapeutic endoscopic operations on uterus,4.1
Q171,Endoscopic resection of lesion of uterus,4.1
Q172,Endoscopic cauterisation of lesion of uterus,4.1
Q173,Endoscopic cryotherapy to lesion of uterus,4.1
Q174,Endoscopic destruction of lesion of uterus NEC,4.1
Q175,Endoscopic metroplasty,4.1
Q176,Endoscopic microwave ablation of endometrium,4.1
Q177,Endoscopic balloon ablation of endometrium,4.1
Q178,Other specified therapeutic endoscopic operations on uterus,4.1
Q179,Unspecified therapeutic endoscopic operations on uterus,4.1
Q18,Diagnostic endoscopic examination of uterus,4.1
Q181,Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,4.1
Q188,Other specified diagnostic endoscopic examination of uterus,4.1
Q189,Unspecified diagnostic endoscopic examination of uterus,4.1
Q19,Plastic operations on uterus,4.1
Q191,Connection of uterus to vagina,4.1
Q198,Other specified plastic operations on uterus,4.1
Q199,Unspecified plastic operations on uterus,4.1
Q20,Other operations on uterus,4.1
Q201,Freeing of adhesions of uterus,4.1
Q202,Biopsy of lesion of uterus NEC,4.1
Q203,Manual manipulation of uterus,4.1
Q204,Vaginofixation of uterus,4.1
Q205,Exploration of uterus NEC,4.1
Q206,Focused ultrasound to lesion of uterus,4.1
Q207,Destruction of lesion of uterus NEC,4.1
Q208,Other specified other operations on uterus,4.1
Q209,Unspecified other operations on uterus,4.1
Q21,Other introduction of gametes into uterine cavity,4.1
Q211,Transmyometrial transfer of embryo to uterus,4.1
Q218,Other specified other introduction of gametes into uterine cavity,4.1
Q219,Unspecified other introduction of gametes into uterine cavity,4.1
Q22,Bilateral excision of adnexa of uterus,4.1
Q221,Bilateral salpingoophorectomy,4.1
Q222,Bilateral salpingectomy NEC,4.1
Q223,Bilateral oophorectomy NEC,4.1
Q228,Other specified bilateral excision of adnexa of uterus,4.1
Q229,Unspecified bilateral excision of adnexa of uterus,4.1
Q23,Unilateral excision of adnexa of uterus,4.1
Q231,Unilateral salpingoophorectomy NEC,4.1
Q232,Salpingoophorectomy of remaining solitary fallopian tube and ovary,4.1
Q233,Unilateral salpingectomy NEC,4.1
Q234,Salpingectomy of remaining solitary fallopian tube NEC,4.1
Q235,Unilateral oophorectomy NEC,4.1
Q236,Oophorectomy of remaining solitary ovary NEC,4.1
Q238,Other specified unilateral excision of adnexa of uterus,4.1
Q239,Unspecified unilateral excision of adnexa of uterus,4.1
Q24,Other excision of adnexa of uterus,4.1
Q241,Salpingoophorectomy NEC,4.1
Q242,Salpingectomy NEC,4.1
Q243,Oophorectomy NEC,4.1
Q248,Other specified other excision of adnexa of uterus,4.1
Q249,Unspecified other excision of adnexa of uterus,4.1
Q25,Partial excision of fallopian tube,4.1
Q251,Excision of lesion of fallopian tube,4.1
Q258,Other specified partial excision of fallopian tube,4.1
Q259,Unspecified partial excision of fallopian tube,4.1
Q26,Placement of prosthesis in fallopian tube,4.1
Q261,Insertion of tubal prosthesis into fallopian tube,4.1
Q262,Revision of tubal prosthesis in fallopian tube,4.1
Q263,Removal of tubal prosthesis from fallopian tube,4.1
Q268,Other specified placement of prosthesis in fallopian tube,4.1
Q269,Unspecified placement of prosthesis in fallopian tube,4.1
Q27,Open bilateral occlusion of fallopian tubes,4.1
Q271,Open bilateral ligation of fallopian tubes,4.1
Q272,Open bilateral clipping of fallopian tubes,4.1
Q278,Other specified open bilateral occlusion of fallopian tubes,4.1
Q279,Unspecified open bilateral occlusion of fallopian tubes,4.1
Q28,Other open occlusion of fallopian tube,4.1
Q281,Open ligation of remaining solitary fallopian tube,4.1
Q282,Open ligation of fallopian tube NEC,4.1
Q283,Open clipping of remaining solitary fallopian tube,4.1
Q284,Open clipping of fallopian tube NEC,4.1
Q288,Other specified other open occlusion of fallopian tube,4.1
Q289,Unspecified other open occlusion of fallopian tube,4.1
Q29,Open reversal of female sterilisation,4.1
Q291,Reanastomosis of fallopian tube NEC,4.1
Q292,Open removal of clip from fallopian tube NEC,4.1
Q298,Other specified open reversal of female sterilisation,4.1
Q299,Unspecified open reversal of female sterilisation,4.1
Q30,Other repair of fallopian tube,4.1
Q301,Reconstruction of fallopian tube,4.1
Q302,Replantation of fallopian tube,4.1
Q303,Anastomosis of fallopian tube NEC,4.1
Q304,Salpingostomy,4.1
Q305,Suture of fallopian tube,4.1
Q308,Other specified other repair of fallopian tube,4.1
Q309,Unspecified other repair of fallopian tube,4.1
Q31,Incision of fallopian tube,4.1
Q311,Removal of products of conception from fallopian tube,4.1
Q312,Drainage of fallopian tube,4.1
Q318,Other specified incision of fallopian tube,4.1
Q319,Unspecified incision of fallopian tube,4.1
Q32,Operations on fimbria,4.1
Q321,Excision of fimbria,4.1
Q322,Burying of fimbria in wall of uterus,4.1
Q323,Excision of hydatid of Morgagni,4.1
Q328,Other specified operations on fimbria,4.1
Q329,Unspecified operations on fimbria,4.1
Q34,Other open operations on fallopian tube,4.1
Q341,Open freeing of adhesions of fallopian tube,4.1
Q342,Open biopsy of fallopian tube,4.1
Q343,Open dilation of fallopian tube,4.1
Q344,Exploration of fallopian tube,4.1
Q348,Other specified other open operations on fallopian tube,4.1
Q349,Unspecified other open operations on fallopian tube,4.1
Q35,Endoscopic bilateral occlusion of fallopian tubes,4.1
Q351,Endoscopic bilateral cauterisation of fallopian tubes,4.1
Q352,Endoscopic bilateral clipping of fallopian tubes,4.1
Q353,Endoscopic bilateral ringing of fallopian tubes,4.1
Q354,Endoscopic bilateral placement of intrafallopian implants,4.1
Q358,Other specified endoscopic bilateral occlusion of fallopian tubes,4.1
Q359,Unspecified endoscopic bilateral occlusion of fallopian tubes,4.1
Q36,Other endoscopic occlusion of fallopian tube,4.1
Q361,Endoscopic occlusion of remaining solitary fallopian tube,4.1
Q362,Endoscopic placement of intrafallopian implant into remaining solitary fallopian tube,4.1
Q368,Other specified other endoscopic occlusion of fallopian tube,4.1
Q369,Unspecified other endoscopic occlusion of fallopian tube,4.1
Q37,Endoscopic reversal of female sterilisation,4.1
Q371,Endoscopic removal of clip from fallopian tube,4.1
Q378,Other specified endoscopic reversal of female sterilisation,4.1
Q379,Unspecified endoscopic reversal of female sterilisation,4.1
Q38,Other therapeutic endoscopic operations on fallopian tube,4.1
Q381,Endoscopic freeing of adhesions of fallopian tube,4.1
Q382,Endoscopic injection into fallopian tube,4.1
Q383,Endoscopic intrafallopian transfer of gametes,4.1
Q388,Other specified other therapeutic endoscopic operations on fallopian tube,4.1
Q389,Unspecified other therapeutic endoscopic operations on fallopian tube,4.1
Q39,Diagnostic endoscopic examination of fallopian tube,4.1
Q391,Diagnostic endoscopic examination of fallopian tube and biopsy of lesion of fallopian tube,4.1
Q398,Other specified diagnostic endoscopic examination of fallopian tube,4.1
Q399,Unspecified diagnostic endoscopic examination of fallopian tube,4.1
Q41,Other operations on fallopian tube,4.1
Q411,Salpingography,4.1
Q412,Hydrotubation of fallopian tube,4.1
Q413,Dye test of fallopian tube,4.1
Q414,Insufflation of fallopian tube,4.1
Q415,Operations to ensure patency of fallopian tube NEC,4.1
Q416,Recanalisation of fallopian tube,4.1
Q417,Aspiration of fallopian tube,4.1
Q418,Other specified other operations on fallopian tube,4.1
Q419,Unspecified other operations on fallopian tube,4.1
Q43,Partial excision of ovary,4.1
Q431,Excision of wedge of ovary,4.1
Q432,Excision of lesion of ovary,4.1
Q433,Marsupialisation of lesion of ovary,4.1
Q438,Other specified partial excision of ovary,4.1
Q439,Unspecified partial excision of ovary,4.1
Q44,Open destruction of lesion of ovary,4.1
Q441,Open cauterisation of lesion of ovary,4.1
Q448,Other specified open destruction of lesion of ovary,4.1
Q449,Unspecified open destruction of lesion of ovary,4.1
Q45,Repair of ovary,4.1
Q451,Replantation of ovary,4.1
Q452,Fixation of ovary NEC,4.1
Q453,Suture of ovary,4.1
Q454,Suture of rupture of corpus luteum,4.1
Q458,Other specified repair of ovary,4.1
Q459,Unspecified repair of ovary,4.1
Q47,Other open operations on ovary,4.1
Q471,Transposition of ovary,4.1
Q472,Open freeing of adhesions of ovary,4.1
Q473,Open biopsy of lesion of ovary,4.1
Q474,Open drainage of cyst of ovary,4.1
Q478,Other specified other open operations on ovary,4.1
Q479,Unspecified other open operations on ovary,4.1
Q48,Oocyte recovery,4.1
Q481,Endoscopic transurethral ultrasound directed oocyte recovery,4.1
Q482,Endoscopic transvesical oocyte recovery,4.1
Q483,Laparoscopic oocyte recovery,4.1
Q484,Transvaginal oocyte recovery,4.1
Q488,Other specified oocyte recovery,4.1
Q489,Unspecified oocyte recovery,4.1
Q49,Therapeutic endoscopic operations on ovary,4.1
Q491,Endoscopic extirpation of lesion of ovary NEC,4.1
Q492,Endoscopic freeing of adhesions of ovary,4.1
Q493,Endoscopic drainage of cyst of ovary,4.1
Q494,Endoscopic drilling of ovary,4.1
Q498,Other specified therapeutic endoscopic operations on ovary,4.1
Q499,Unspecified therapeutic endoscopic operations on ovary,4.1
Q50,Diagnostic endoscopic examination of ovary,4.1
Q501,Diagnostic endoscopic examination of ovary and biopsy of lesion of ovary,4.1
Q508,Other specified diagnostic endoscopic examination of ovary,4.1
Q509,Unspecified diagnostic endoscopic examination of ovary,4.1
Q51,Other operations on ovary,4.1
Q511,Transvaginal ultrasound guided aspiration of ovarian cyst,4.1
Q518,Other specified other operations on ovary,4.1
Q519,Unspecified other operations on ovary,4.1
Q52,Operations on broad ligament of uterus,4.1
Q521,Excision of lesion of broad ligament of uterus,4.1
Q522,Destruction of lesion of broad ligament of uterus,4.1
Q523,Shortening of broad ligament of uterus,4.1
Q528,Other specified operations on broad ligament of uterus,4.1
Q529,Unspecified operations on broad ligament of uterus,4.1
Q54,Operations on other ligament of uterus,4.1
Q541,Suspension of uterus NEC,4.1
Q542,Plication of round ligament of uterus,4.1
Q543,Division of uteropelvic ligament,4.1
Q544,Suspension of uterus using mesh NEC,4.1
Q545,Sacrohysteropexy,4.1
Q546,Infracoccygeal hysteropexy,4.1
Q547,Total removal of prosthetic material from previous suspension of uterus,4.1
Q548,Other specified operations on other ligament of uterus,4.1
Q549,Unspecified operations on other ligament of uterus,4.1
Q55,Other examination of female genital tract,4.1
Q551,Examination of female genital tract under anaesthetic and Papanicolau smear,4.1
Q552,Examination of female genital tract under anaesthetic NEC,4.1
Q553,Papanicolau smear NEC,4.1
Q554,Colposcopy of cervix,4.1
Q555,Transvaginal ultrasound examination of female genital tract,4.1
Q556,Genital swab,4.1
Q558,Other specified other examination of female genital tract,4.1
Q559,Unspecified other examination of female genital tract,4.1
Q56,Other operations on female genital tract,4.1
Q561,Fertility investigation of female NEC,4.1
Q562,Fertiloscopy,4.1
Q568,Other specified other operations on female genital tract,4.1
Q569,Unspecified other operations on female genital tract,4.1
Q57,Other operations on other ligament of uterus,4.1
Q571,Partial removal of prosthetic material from previous suspension of uterus,4.1
Q572,Sacrospinous fixation of uterus,4.1
Q573,Plication of mesh previously inserted for suspension of uterus,4.1
Q574,Plication of uterosacral ligament,4.1
Q578,Other specified other operations on other ligament of uterus,4.1
Q579,Unspecified other operations on other ligament of uterus,4.1
Q58,Delivery of terminated fetus,4.1
Q581,Cephalic delivery of terminated fetus,4.1
Q582,Breech delivery of terminated fetus,4.1
Q588,Other specified delivery of terminated fetus,4.1
Q589,Unspecified delivery of terminated fetus,4.1
R01,Therapeutic endoscopic operations on fetus,4.1
R011,Fetoscopic blood transfusion of fetus,4.1
R012,Fetoscopic insertion of tracheal plug,4.1
R013,Fetoscopic removal of tracheal plug,4.1
R018,Other specified therapeutic endoscopic operations on fetus,4.1
R019,Unspecified therapeutic endoscopic operations on fetus,4.1
R02,Diagnostic endoscopic examination of fetus,4.1
R021,Fetoscopic examination of fetus and fetoscopic biopsy of fetus,4.1
R022,Fetoscopic examination of fetus and fetoscopic sampling of fetal blood,4.1
R028,Other specified diagnostic endoscopic examination of fetus,4.1
R029,Unspecified diagnostic endoscopic examination of fetus,4.1
R03,Category retired - refer to introduction,4.1
R04,Therapeutic percutaneous operations on fetus,4.1
R041,Percutaneous insertion of fetal vesicoamniotic shunt,4.1
R042,Percutaneous insertion of fetal pleuroamniotic shunt,4.1
R043,Percutaneous blood transfusion of fetus,4.1
R044,Percutaneous insertion of fetal pleural drain,4.1
R045,Percutaneous insertion of fetal bladder drain,4.1
R046,Percutaneous insertion of fetal tracheal plug,4.1
R047,Percutaneous laser ablation of lesion of fetus,4.1
R048,Other specified therapeutic percutaneous operations on fetus,4.1
R049,Unspecified therapeutic percutaneous operations on fetus,4.1
R05,Diagnostic percutaneous examination of fetus,4.1
R051,Percutaneous biopsy of fetus,4.1
R052,Percutaneous sampling of fetal blood,4.1
R053,Percutaneous sampling of chorionic villus,4.1
R058,Other specified diagnostic percutaneous examination of fetus,4.1
R059,Unspecified diagnostic percutaneous examination of fetus,4.1
R06,Destruction of fetus,4.1
R061,Selective feticide NEC,4.1
R062,Feticide NEC,4.1
R063,Percutaneous selective feticide by vascular occlusion of umbilical cord,4.1
R068,Other specified destruction of fetus,4.1
R069,Unspecified destruction of fetus,4.1
R07,Therapeutic endoscopic operations for twin to twin transfusion syndrome,4.1
R071,Endoscopic laser ablation of placental arteriovenous anastomosis,4.1
R072,Endoscopic serial drainage of amniotic fluid for twin to twin transfusion syndrome,4.1
R078,Other specified therapeutic endoscopic operations for twin to twin transfusion syndrome,4.1
R079,Unspecified therapeutic endoscopic operations for twin to twin transfusion syndrome,4.1
R08,Therapeutic percutaneous operations for twin to twin transfusion syndrome,4.1
R081,Percutaneous laser ablation of placental arteriovenous anastomosis,4.1
R082,Percutaneous serial drainage of amniotic fluid for twin to twin transfusion syndrome,4.1
R088,Other specified therapeutic percutaneous operations for twin to twin transfusion syndrome,4.1
R089,Unspecified therapeutic percutaneous operations for twin to twin transfusion syndrome,4.1
R09,Open operations on fetus,4.1
R091,Open repair of meningomyelocele of fetus,4.1
R098,Other specified open operations on fetus,4.1
R099,Unspecified open operations on fetus,4.1
R10,Other operations on amniotic cavity,4.1
R101,Drainage of amniotic cavity,4.1
R102,Diagnostic amniocentesis,4.1
R103,Amnioscopy,4.1
R104,Sampling of chorionic villus NEC,4.1
R105,Biopsy of placenta NEC,4.1
R108,Other specified other operations on amniotic cavity,4.1
R109,Unspecified other operations on amniotic cavity,4.1
R11,Other therapeutic percutaneous operations on fetus,4.1
R111,Percutaneous removal of fetal tracheal plug,4.1
R118,Other specified other therapeutic percutaneous operations on fetus,4.1
R119,Unspecified other therapeutic percutaneous operations on fetus,4.1
R12,Operations on gravid uterus,4.1
